paralog1_uniprot,paralog2_uniprot
Olr234,Olr1673
Olr234,Olr1683
Olr234,Olr1589
Olr234,Olr461
Olr234,Olr801
Olr234,Olr803
Olr234,Olr802
Olr234,Olr1671
Olr234,Olr850
Olr234,Olr844
Olr234,LOC108348075
Olr234,LOC100912327
Olr234,Olr845
Olr234,Olr848
Olr234,Olr847
Olr234,LOC103690011
Olr234,Olr1463
Olr234,Olr833
Olr234,Olr1658
Olr234,LOC100912958
Olr234,Olr1662
Olr234,Olr1433
Olr234,Olfr225
Olr234,Olr1660
Olr234,LOC103690297
Olr234,Olr1455
Olr234,Olr1453
Olr234,Olr1452
Olr234,Olr1456
Olr234,Tpcr12
Olr234,Olr1607
Olr234,Olr1606
Olr234,Olr1437
Olr234,LOC100911398
Olr234,LOC103690280
Olr234,LOC100910837
Olr234,LOC100911586
Olr234,Olr1442
Olr234,Olr1450
Olr234,Olr1440
Olr234,Olr1449
Olr234,LOC501698
Olr234,Olr1443
Olr234,Olr1435
Olr234,LOC100911043
Olr234,LOC100910999
Olr234,Olr1569
Olr234,Olr1605
Olr234,Olr1385
Olr234,Olr1383
Olr234,Olr1384
Olr234,LOC684471
Olr234,Olr1386
Olr234,Olr210
Olr234,Olr218
Olr234,Olr205
Olr234,Olr214
Olr234,Olr206
Olr234,Olr204
Olr234,Olr215
Olr234,Olr203
Olr234,Olr208
Olr234,Olr209
Olr234,Olr217
Olr234,Olr1416
Olr234,Olr1418
Olr234,Olr1421
Olr234,Olr1417
Olr234,Olr1422
Olr234,LOC103690286
Olr234,Olr1423
Olr234,Olr1425
Olr234,Olr1424
Olr234,Olr1565
Olr234,Olr1096
Olr234,Olr1413
Olr234,Olr1664
Olr234,Olr1462
Olr234,Olr1694
Olr234,Olr834
Olr234,Olr854
Olr234,Olr853
Olr232,Olr233
Olr232,Olr1668
Olr232,Olr1682
Olr232,Olr1670
Olr232,Olr1679
Olr232,Olr1673
Olr232,Olr1683
Olr232,Olr1589
Olr232,Olr461
Olr232,Olr801
Olr232,Olr803
Olr232,Olr802
Olr232,Olr1671
Olr232,Olr850
Olr232,Olr844
Olr232,LOC108348075
Olr232,LOC100912327
Olr232,Olr845
Olr232,Olr848
Olr232,Olr847
Olr232,LOC103690011
Olr232,Olr1463
Olr232,Olr833
Olr232,Olr1658
Olr232,LOC100912958
Olr232,Olr1662
Olr232,Olr1433
Olr232,Olfr225
Olr232,Olr1660
Olr232,LOC103690297
Olr232,Olr1455
Olr232,Olr1453
Olr232,Olr1452
Olr232,Olr1456
Olr232,Tpcr12
Olr232,Olr1607
Olr232,Olr1606
Olr232,Olr1437
Olr232,LOC100911398
Olr232,LOC103690280
Olr232,LOC100910837
Olr232,LOC100911586
Olr232,Olr1442
Olr232,Olr1450
Olr232,Olr1440
Olr232,Olr1449
Olr232,LOC501698
Olr232,Olr1443
Olr232,Olr1435
Olr232,LOC100911043
Olr232,LOC100910999
Olr232,Olr1569
Olr232,Olr1605
Olr232,Olr1385
Olr232,Olr1383
Olr232,Olr1384
Olr232,LOC684471
Olr232,Olr1386
Olr232,Olr210
Olr232,Olr218
Olr232,Olr205
Olr232,Olr214
Olr232,Olr206
Olr232,Olr204
Olr232,Olr215
Olr232,Olr203
Olr232,Olr208
Olr232,Olr209
Olr232,Olr217
Olr232,Olr1416
Olr232,Olr1418
Olr232,Olr1421
Olr232,Olr1417
Olr232,Olr1422
Olr232,LOC103690286
Olr232,Olr1423
Olr232,Olr1425
Olr232,Olr1424
Olr232,Olr1565
Olr232,Olr1096
Olr232,Olr1413
Olr232,Olr1664
Olr232,Olr1462
Olr232,Olr1694
Olr232,Olr834
Olr232,Olr854
Olr232,Olr853
Olr233,Olr1668
Olr233,Olr1682
Olr233,Olr1670
Olr233,Olr1679
Olr233,Olr1673
Olr233,Olr1683
Olr233,Olr1589
Olr233,Olr461
Olr233,Olr801
Olr233,Olr803
Olr233,Olr802
Olr233,Olr1671
Olr233,Olr850
Olr233,Olr844
Olr233,LOC108348075
Olr233,LOC100912327
Olr233,Olr845
Olr233,Olr848
Olr233,Olr847
Olr233,LOC103690011
Olr233,Olr1463
Olr233,Olr833
Olr233,Olr1658
Olr233,LOC100912958
Olr233,Olr1662
Olr233,Olr1433
Olr233,Olfr225
Olr233,Olr1660
Olr233,LOC103690297
Olr233,Olr1455
Olr233,Olr1453
Olr233,Olr1452
Olr233,Olr1456
Olr233,Tpcr12
Olr233,Olr1607
Olr233,Olr1606
Olr233,Olr1437
Olr233,LOC100911398
Olr233,LOC103690280
Olr233,LOC100910837
Olr233,LOC100911586
Olr233,Olr1442
Olr233,Olr1450
Olr233,Olr1440
Olr233,Olr1449
Olr233,LOC501698
Olr233,Olr1443
Olr233,Olr1435
Olr233,LOC100911043
Olr233,LOC100910999
Olr233,Olr1569
Olr233,Olr1605
Olr233,Olr1385
Olr233,Olr1383
Olr233,Olr1384
Olr233,LOC684471
Olr233,Olr1386
Olr233,Olr210
Olr233,Olr218
Olr233,Olr205
Olr233,Olr214
Olr233,Olr206
Olr233,Olr204
Olr233,Olr215
Olr233,Olr203
Olr233,Olr208
Olr233,Olr209
Olr233,Olr217
Olr233,Olr1416
Olr233,Olr1418
Olr233,Olr1421
Olr233,Olr1417
Olr233,Olr1422
Olr233,LOC103690286
Olr233,Olr1423
Olr233,Olr1425
Olr233,Olr1424
Olr233,Olr1565
Olr233,Olr1096
Olr233,Olr1413
Olr233,Olr1664
Olr233,Olr1462
Olr233,Olr1694
Olr233,Olr834
Olr233,Olr854
Olr233,Olr853
Olr1668,Olr1682
Olr1668,Olr1670
Olr1668,Olr1679
Olr1668,Olr1673
Olr1668,Olr1683
Olr1668,Olr1589
Olr1668,Olr461
Olr1668,Olr801
Olr1668,Olr803
Olr1668,Olr802
Olr1668,Olr1671
Olr1668,Olr850
Olr1668,Olr844
Olr1668,LOC108348075
Olr1668,LOC100912327
Olr1668,Olr845
Olr1668,Olr848
Olr1668,Olr847
Olr1668,LOC103690011
Olr1668,Olr1463
Olr1668,Olr833
Olr1668,Olr1658
Olr1668,LOC100912958
Olr1668,Olr1662
Olr1668,Olr1433
Olr1668,Olfr225
Olr1668,Olr1660
Olr1668,LOC103690297
Olr1668,Olr1455
Olr1668,Olr1453
Olr1668,Olr1452
Olr1668,Olr1456
Olr1668,Tpcr12
Olr1668,Olr1607
Olr1668,Olr1606
Olr1668,Olr1437
Olr1668,LOC100911398
Olr1668,LOC103690280
Olr1668,LOC100910837
Olr1668,LOC100911586
Olr1668,Olr1442
Olr1668,Olr1450
Olr1668,Olr1440
Olr1668,Olr1449
Olr1668,LOC501698
Olr1668,Olr1443
Olr1668,Olr1435
Olr1668,LOC100911043
Olr1668,LOC100910999
Olr1668,Olr1569
Olr1668,Olr1605
Olr1668,Olr1385
Olr1668,Olr1383
Olr1668,Olr1384
Olr1668,LOC684471
Olr1668,Olr1386
Olr1668,Olr210
Olr1668,Olr218
Olr1668,Olr205
Olr1668,Olr214
Olr1668,Olr206
Olr1668,Olr204
Olr1668,Olr215
Olr1668,Olr203
Olr1668,Olr208
Olr1668,Olr209
Olr1668,Olr217
Olr1668,Olr1416
Olr1668,Olr1418
Olr1668,Olr1421
Olr1668,Olr1417
Olr1668,Olr1422
Olr1668,LOC103690286
Olr1668,Olr1423
Olr1668,Olr1425
Olr1668,Olr1424
Olr1668,Olr1565
Olr1668,Olr1096
Olr1668,Olr1413
Olr1668,Olr1664
Olr1668,Olr1462
Olr1668,Olr1694
Olr1668,Olr834
Olr1668,Olr854
Olr1668,Olr853
Olr1682,Olr1670
Olr1682,Olr1679
Olr1682,Olr1673
Olr1682,Olr1683
Olr1682,Olr1589
Olr1682,Olr461
Olr1682,Olr801
Olr1682,Olr803
Olr1682,Olr802
Olr1682,Olr1671
Olr1682,Olr850
Olr1682,Olr844
Olr1682,LOC108348075
Olr1682,LOC100912327
Olr1682,Olr845
Olr1682,Olr848
Olr1682,Olr847
Olr1682,LOC103690011
Olr1682,Olr1463
Olr1682,Olr833
Olr1682,Olr1658
Olr1682,LOC100912958
Olr1682,Olr1662
Olr1682,Olr1433
Olr1682,Olfr225
Olr1682,Olr1660
Olr1682,LOC103690297
Olr1682,Olr1455
Olr1682,Olr1453
Olr1682,Olr1452
Olr1682,Olr1456
Olr1682,Tpcr12
Olr1682,Olr1607
Olr1682,Olr1606
Olr1682,Olr1437
Olr1682,LOC100911398
Olr1682,LOC103690280
Olr1682,LOC100910837
Olr1682,LOC100911586
Olr1682,Olr1442
Olr1682,Olr1450
Olr1682,Olr1440
Olr1682,Olr1449
Olr1682,LOC501698
Olr1682,Olr1443
Olr1682,Olr1435
Olr1682,LOC100911043
Olr1682,LOC100910999
Olr1682,Olr1569
Olr1682,Olr1605
Olr1682,Olr1385
Olr1682,Olr1383
Olr1682,Olr1384
Olr1682,LOC684471
Olr1682,Olr1386
Olr1682,Olr210
Olr1682,Olr218
Olr1682,Olr205
Olr1682,Olr214
Olr1682,Olr206
Olr1682,Olr204
Olr1682,Olr215
Olr1682,Olr203
Olr1682,Olr208
Olr1682,Olr209
Olr1682,Olr217
Olr1682,Olr1416
Olr1682,Olr1418
Olr1682,Olr1421
Olr1682,Olr1417
Olr1682,Olr1422
Olr1682,LOC103690286
Olr1682,Olr1423
Olr1682,Olr1425
Olr1682,Olr1424
Olr1682,Olr1565
Olr1682,Olr1096
Olr1682,Olr1413
Olr1682,Olr1664
Olr1682,Olr1462
Olr1682,Olr1694
Olr1682,Olr834
Olr1682,Olr854
Olr1682,Olr853
Olr1670,Olr1679
Olr1670,Olr1673
Olr1670,Olr1683
Olr1670,Olr1589
Olr1670,Olr461
Olr1670,Olr801
Olr1670,Olr803
Olr1670,Olr802
Olr1670,Olr1671
Olr1670,Olr850
Olr1670,Olr844
Olr1670,LOC108348075
Olr1670,LOC100912327
Olr1670,Olr845
Olr1670,Olr848
Olr1670,Olr847
Olr1670,LOC103690011
Olr1670,Olr1463
Olr1670,Olr833
Olr1670,Olr1658
Olr1670,LOC100912958
Olr1670,Olr1662
Olr1670,Olr1433
Olr1670,Olfr225
Olr1670,Olr1660
Olr1670,LOC103690297
Olr1670,Olr1455
Olr1670,Olr1453
Olr1670,Olr1452
Olr1670,Olr1456
Olr1670,Tpcr12
Olr1670,Olr1607
Olr1670,Olr1606
Olr1670,Olr1437
Olr1670,LOC100911398
Olr1670,LOC103690280
Olr1670,LOC100910837
Olr1670,LOC100911586
Olr1670,Olr1442
Olr1670,Olr1450
Olr1670,Olr1440
Olr1670,Olr1449
Olr1670,LOC501698
Olr1670,Olr1443
Olr1670,Olr1435
Olr1670,LOC100911043
Olr1670,LOC100910999
Olr1670,Olr1569
Olr1670,Olr1605
Olr1670,Olr1385
Olr1670,Olr1383
Olr1670,Olr1384
Olr1670,LOC684471
Olr1670,Olr1386
Olr1670,Olr210
Olr1670,Olr218
Olr1670,Olr205
Olr1670,Olr214
Olr1670,Olr206
Olr1670,Olr204
Olr1670,Olr215
Olr1670,Olr203
Olr1670,Olr208
Olr1670,Olr209
Olr1670,Olr217
Olr1670,Olr1416
Olr1670,Olr1418
Olr1670,Olr1421
Olr1670,Olr1417
Olr1670,Olr1422
Olr1670,LOC103690286
Olr1670,Olr1423
Olr1670,Olr1425
Olr1670,Olr1424
Olr1670,Olr1565
Olr1670,Olr1096
Olr1670,Olr1413
Olr1670,Olr1664
Olr1670,Olr1462
Olr1670,Olr1694
Olr1670,Olr834
Olr1670,Olr854
Olr1670,Olr853
Olr1679,Olr1673
Olr1679,Olr1683
Olr1679,Olr1589
Olr1679,Olr461
Olr1679,Olr801
Olr1679,Olr803
Olr1679,Olr802
Olr1679,Olr1671
Olr1679,Olr850
Olr1679,Olr844
Olr1679,LOC108348075
Olr1679,LOC100912327
Olr1679,Olr845
Olr1679,Olr848
Olr1679,Olr847
Olr1679,LOC103690011
Olr1679,Olr1463
Olr1679,Olr833
Olr1679,Olr1658
Olr1679,LOC100912958
Olr1679,Olr1662
Olr1679,Olr1433
Olr1679,Olfr225
Olr1679,Olr1660
Olr1679,LOC103690297
Olr1679,Olr1455
Olr1679,Olr1453
Olr1679,Olr1452
Olr1679,Olr1456
Olr1679,Tpcr12
Olr1679,Olr1607
Olr1679,Olr1606
Olr1679,Olr1437
Olr1679,LOC100911398
Olr1679,LOC103690280
Olr1679,LOC100910837
Olr1679,LOC100911586
Olr1679,Olr1442
Olr1679,Olr1450
Olr1679,Olr1440
Olr1679,Olr1449
Olr1679,LOC501698
Olr1679,Olr1443
Olr1679,Olr1435
Olr1679,LOC100911043
Olr1679,LOC100910999
Olr1679,Olr1569
Olr1679,Olr1605
Olr1679,Olr1385
Olr1679,Olr1383
Olr1679,Olr1384
Olr1679,LOC684471
Olr1679,Olr1386
Olr1679,Olr210
Olr1679,Olr218
Olr1679,Olr205
Olr1679,Olr214
Olr1679,Olr206
Olr1679,Olr204
Olr1679,Olr215
Olr1679,Olr203
Olr1679,Olr208
Olr1679,Olr209
Olr1679,Olr217
Olr1679,Olr1416
Olr1679,Olr1418
Olr1679,Olr1421
Olr1679,Olr1417
Olr1679,Olr1422
Olr1679,LOC103690286
Olr1679,Olr1423
Olr1679,Olr1425
Olr1679,Olr1424
Olr1679,Olr1565
Olr1679,Olr1096
Olr1679,Olr1413
Olr1679,Olr1664
Olr1679,Olr1462
Olr1679,Olr1694
Olr1679,Olr834
Olr1679,Olr854
Olr1679,Olr853
Olr1673,Olr1683
Olr1673,Olr1589
Olr1673,Olr461
Olr1673,Olr801
Olr1673,Olr803
Olr1673,Olr802
Olr1673,Olr1671
Olr1673,Olr850
Olr1673,Olr844
Olr1673,LOC108348075
Olr1673,LOC100912327
Olr1673,Olr845
Olr1673,Olr848
Olr1673,Olr847
Olr1673,LOC103690011
Olr1673,Olr1463
Olr1673,Olr833
Olr1673,Olr1658
Olr1673,LOC100912958
Olr1673,Olr1662
Olr1673,Olr1433
Olr1673,Olfr225
Olr1673,Olr1660
Olr1673,LOC103690297
Olr1673,Olr1455
Olr1673,Olr1453
Olr1673,Olr1452
Olr1673,Olr1456
Olr1673,Tpcr12
Olr1673,Olr1607
Olr1673,Olr1606
Olr1673,Olr1437
Olr1673,LOC100911398
Olr1673,LOC103690280
Olr1673,LOC100910837
Olr1673,LOC100911586
Olr1673,Olr1442
Olr1673,Olr1450
Olr1673,Olr1440
Olr1673,Olr1449
Olr1673,LOC501698
Olr1673,Olr1443
Olr1673,Olr1435
Olr1673,LOC100911043
Olr1673,LOC100910999
Olr1673,Olr1569
Olr1673,Olr1605
Olr1673,Olr1385
Olr1673,Olr1383
Olr1673,Olr1384
Olr1673,LOC684471
Olr1673,Olr1386
Olr1673,Olr210
Olr1673,Olr218
Olr1673,Olr205
Olr1673,Olr214
Olr1673,Olr206
Olr1673,Olr204
Olr1673,Olr215
Olr1673,Olr203
Olr1673,Olr208
Olr1673,Olr209
Olr1673,Olr217
Olr1673,Olr1416
Olr1673,Olr1418
Olr1673,Olr1421
Olr1673,Olr1417
Olr1673,Olr1422
Olr1673,LOC103690286
Olr1673,Olr1423
Olr1673,Olr1425
Olr1673,Olr1424
Olr1673,Olr1565
Olr1673,Olr1096
Olr1673,Olr1413
Olr1673,Olr1664
Olr1673,Olr1462
Olr1673,Olr1694
Olr1673,Olr834
Olr1673,Olr854
Olr1673,Olr853
Olr1683,Olr1589
Olr1683,Olr461
Olr1683,Olr801
Olr1683,Olr803
Olr1683,Olr802
Olr1683,Olr1671
Olr1683,Olr850
Olr1683,Olr844
Olr1683,LOC108348075
Olr1683,LOC100912327
Olr1683,Olr845
Olr1683,Olr848
Olr1683,Olr847
Olr1683,LOC103690011
Olr1683,Olr1463
Olr1683,Olr833
Olr1683,Olr1658
Olr1683,LOC100912958
Olr1683,Olr1662
Olr1683,Olr1433
Olr1683,Olfr225
Olr1683,Olr1660
Olr1683,LOC103690297
Olr1683,Olr1455
Olr1683,Olr1453
Olr1683,Olr1452
Olr1683,Olr1456
Olr1683,Tpcr12
Olr1683,Olr1607
Olr1683,Olr1606
Olr1683,Olr1437
Olr1683,LOC100911398
Olr1683,LOC103690280
Olr1683,LOC100910837
Olr1683,LOC100911586
Olr1683,Olr1442
Olr1683,Olr1450
Olr1683,Olr1440
Olr1683,Olr1449
Olr1683,LOC501698
Olr1683,Olr1443
Olr1683,Olr1435
Olr1683,LOC100911043
Olr1683,LOC100910999
Olr1683,Olr1569
Olr1683,Olr1605
Olr1683,Olr1385
Olr1683,Olr1383
Olr1683,Olr1384
Olr1683,LOC684471
Olr1683,Olr1386
Olr1683,Olr210
Olr1683,Olr218
Olr1683,Olr205
Olr1683,Olr214
Olr1683,Olr206
Olr1683,Olr204
Olr1683,Olr215
Olr1683,Olr203
Olr1683,Olr208
Olr1683,Olr209
Olr1683,Olr217
Olr1683,Olr1416
Olr1683,Olr1418
Olr1683,Olr1421
Olr1683,Olr1417
Olr1683,Olr1422
Olr1683,LOC103690286
Olr1683,Olr1423
Olr1683,Olr1425
Olr1683,Olr1424
Olr1683,Olr1565
Olr1683,Olr1096
Olr1683,Olr1413
Olr1683,Olr1664
Olr1683,Olr1462
Olr1683,Olr1694
Olr1683,Olr834
Olr1683,Olr854
Olr1683,Olr853
Olr1589,Olr461
Olr1589,Olr801
Olr1589,Olr803
Olr1589,Olr802
Olr1589,Olr1671
Olr1589,Olr850
Olr1589,Olr844
Olr1589,LOC108348075
Olr1589,LOC100912327
Olr1589,Olr845
Olr1589,Olr848
Olr1589,Olr847
Olr1589,LOC103690011
Olr1589,Olr1463
Olr1589,Olr833
Olr1589,Olr1658
Olr1589,LOC100912958
Olr1589,Olr1662
Olr1589,Olr1433
Olr1589,Olfr225
Olr1589,Olr1660
Olr1589,LOC103690297
Olr1589,Olr1455
Olr1589,Olr1453
Olr1589,Olr1452
Olr1589,Olr1456
Olr1589,Tpcr12
Olr1589,Olr1607
Olr1589,Olr1606
Olr1589,Olr1437
Olr1589,LOC100911398
Olr1589,LOC103690280
Olr1589,LOC100910837
Olr1589,LOC100911586
Olr1589,Olr1442
Olr1589,Olr1450
Olr1589,Olr1440
Olr1589,Olr1449
Olr1589,LOC501698
Olr1589,Olr1443
Olr1589,Olr1435
Olr1589,LOC100911043
Olr1589,LOC100910999
Olr1589,Olr1569
Olr1589,Olr1605
Olr1589,Olr1385
Olr1589,Olr1383
Olr1589,Olr1384
Olr1589,LOC684471
Olr1589,Olr1386
Olr1589,Olr210
Olr1589,Olr218
Olr1589,Olr205
Olr1589,Olr214
Olr1589,Olr206
Olr1589,Olr204
Olr1589,Olr215
Olr1589,Olr203
Olr1589,Olr208
Olr1589,Olr209
Olr1589,Olr217
Olr1589,Olr1416
Olr1589,Olr1418
Olr1589,Olr1421
Olr1589,Olr1417
Olr1589,Olr1422
Olr1589,LOC103690286
Olr1589,Olr1423
Olr1589,Olr1425
Olr1589,Olr1424
Olr1589,Olr1565
Olr1589,Olr1096
Olr1589,Olr1413
Olr1589,Olr1664
Olr1589,Olr1462
Olr1589,Olr1694
Olr1589,Olr834
Olr1589,Olr854
Olr1589,Olr853
Olr461,Olr801
Olr461,Olr803
Olr461,Olr802
Olr461,Olr1671
Olr461,Olr850
Olr461,Olr844
Olr461,LOC108348075
Olr461,LOC100912327
Olr461,Olr845
Olr461,Olr848
Olr461,Olr847
Olr461,LOC103690011
Olr461,Olr1463
Olr461,Olr833
Olr461,Olr1658
Olr461,LOC100912958
Olr461,Olr1662
Olr461,Olr1433
Olr461,Olfr225
Olr461,Olr1660
Olr461,LOC103690297
Olr461,Olr1455
Olr461,Olr1453
Olr461,Olr1452
Olr461,Olr1456
Olr461,Tpcr12
Olr461,Olr1607
Olr461,Olr1606
Olr461,Olr1437
Olr461,LOC100911398
Olr461,LOC103690280
Olr461,LOC100910837
Olr461,LOC100911586
Olr461,Olr1442
Olr461,Olr1450
Olr461,Olr1440
Olr461,Olr1449
Olr461,LOC501698
Olr461,Olr1443
Olr461,Olr1435
Olr461,LOC100911043
Olr461,LOC100910999
Olr461,Olr1569
Olr461,Olr1605
Olr461,Olr1385
Olr461,Olr1383
Olr461,Olr1384
Olr461,LOC684471
Olr461,Olr1386
Olr461,Olr210
Olr461,Olr218
Olr461,Olr205
Olr461,Olr214
Olr461,Olr206
Olr461,Olr204
Olr461,Olr215
Olr461,Olr203
Olr461,Olr208
Olr461,Olr209
Olr461,Olr217
Olr461,Olr1416
Olr461,Olr1418
Olr461,Olr1421
Olr461,Olr1417
Olr461,Olr1422
Olr461,LOC103690286
Olr461,Olr1423
Olr461,Olr1425
Olr461,Olr1424
Olr461,Olr1565
Olr461,Olr1096
Olr461,Olr1413
Olr461,Olr1664
Olr461,Olr1462
Olr461,Olr1694
Olr461,Olr834
Olr461,Olr854
Olr461,Olr853
Olr801,Olr803
Olr801,Olr802
Olr801,Olr1671
Olr801,Olr850
Olr801,Olr844
Olr801,LOC108348075
Olr801,LOC100912327
Olr801,Olr845
Olr801,Olr848
Olr801,Olr847
Olr801,LOC103690011
Olr801,Olr1463
Olr801,Olr833
Olr801,Olr1658
Olr801,LOC100912958
Olr801,Olr1662
Olr801,Olr1433
Olr801,Olfr225
Olr801,Olr1660
Olr801,LOC103690297
Olr801,Olr1455
Olr801,Olr1453
Olr801,Olr1452
Olr801,Olr1456
Olr801,Tpcr12
Olr801,Olr1607
Olr801,Olr1606
Olr801,Olr1437
Olr801,LOC100911398
Olr801,LOC103690280
Olr801,LOC100910837
Olr801,LOC100911586
Olr801,Olr1442
Olr801,Olr1450
Olr801,Olr1440
Olr801,Olr1449
Olr801,LOC501698
Olr801,Olr1443
Olr801,Olr1435
Olr801,LOC100911043
Olr801,LOC100910999
Olr801,Olr1569
Olr801,Olr1605
Olr801,Olr1385
Olr801,Olr1383
Olr801,Olr1384
Olr801,LOC684471
Olr801,Olr1386
Olr801,Olr210
Olr801,Olr218
Olr801,Olr205
Olr801,Olr214
Olr801,Olr206
Olr801,Olr204
Olr801,Olr215
Olr801,Olr203
Olr801,Olr208
Olr801,Olr209
Olr801,Olr217
Olr801,Olr1416
Olr801,Olr1418
Olr801,Olr1421
Olr801,Olr1417
Olr801,Olr1422
Olr801,LOC103690286
Olr801,Olr1423
Olr801,Olr1425
Olr801,Olr1424
Olr801,Olr1565
Olr801,Olr1096
Olr801,Olr1413
Olr801,Olr1664
Olr801,Olr1462
Olr801,Olr1694
Olr801,Olr834
Olr801,Olr854
Olr801,Olr853
Olr803,Olr802
Olr803,Olr1671
Olr803,Olr850
Olr803,Olr844
Olr803,LOC108348075
Olr803,LOC100912327
Olr803,Olr845
Olr803,Olr848
Olr803,Olr847
Olr803,LOC103690011
Olr803,Olr1463
Olr803,Olr833
Olr803,Olr1658
Olr803,LOC100912958
Olr803,Olr1662
Olr803,Olr1433
Olr803,Olfr225
Olr803,Olr1660
Olr803,LOC103690297
Olr803,Olr1455
Olr803,Olr1453
Olr803,Olr1452
Olr803,Olr1456
Olr803,Tpcr12
Olr803,Olr1607
Olr803,Olr1606
Olr803,Olr1437
Olr803,LOC100911398
Olr803,LOC103690280
Olr803,LOC100910837
Olr803,LOC100911586
Olr803,Olr1442
Olr803,Olr1450
Olr803,Olr1440
Olr803,Olr1449
Olr803,LOC501698
Olr803,Olr1443
Olr803,Olr1435
Olr803,LOC100911043
Olr803,LOC100910999
Olr803,Olr1569
Olr803,Olr1605
Olr803,Olr1385
Olr803,Olr1383
Olr803,Olr1384
Olr803,LOC684471
Olr803,Olr1386
Olr803,Olr210
Olr803,Olr218
Olr803,Olr205
Olr803,Olr214
Olr803,Olr206
Olr803,Olr204
Olr803,Olr215
Olr803,Olr203
Olr803,Olr208
Olr803,Olr209
Olr803,Olr217
Olr803,Olr1416
Olr803,Olr1418
Olr803,Olr1421
Olr803,Olr1417
Olr803,Olr1422
Olr803,LOC103690286
Olr803,Olr1423
Olr803,Olr1425
Olr803,Olr1424
Olr803,Olr1565
Olr803,Olr1096
Olr803,Olr1413
Olr803,Olr1664
Olr803,Olr1462
Olr803,Olr1694
Olr803,Olr834
Olr803,Olr854
Olr803,Olr853
Olr802,Olr1671
Olr802,Olr850
Olr802,Olr844
Olr802,LOC108348075
Olr802,LOC100912327
Olr802,Olr845
Olr802,Olr848
Olr802,Olr847
Olr802,LOC103690011
Olr802,Olr1463
Olr802,Olr833
Olr802,Olr1658
Olr802,LOC100912958
Olr802,Olr1662
Olr802,Olr1433
Olr802,Olfr225
Olr802,Olr1660
Olr802,LOC103690297
Olr802,Olr1455
Olr802,Olr1453
Olr802,Olr1452
Olr802,Olr1456
Olr802,Tpcr12
Olr802,Olr1607
Olr802,Olr1606
Olr802,Olr1437
Olr802,LOC100911398
Olr802,LOC103690280
Olr802,LOC100910837
Olr802,LOC100911586
Olr802,Olr1442
Olr802,Olr1450
Olr802,Olr1440
Olr802,Olr1449
Olr802,LOC501698
Olr802,Olr1443
Olr802,Olr1435
Olr802,LOC100911043
Olr802,LOC100910999
Olr802,Olr1569
Olr802,Olr1605
Olr802,Olr1385
Olr802,Olr1383
Olr802,Olr1384
Olr802,LOC684471
Olr802,Olr1386
Olr802,Olr210
Olr802,Olr218
Olr802,Olr205
Olr802,Olr214
Olr802,Olr206
Olr802,Olr204
Olr802,Olr215
Olr802,Olr203
Olr802,Olr208
Olr802,Olr209
Olr802,Olr217
Olr802,Olr1416
Olr802,Olr1418
Olr802,Olr1421
Olr802,Olr1417
Olr802,Olr1422
Olr802,LOC103690286
Olr802,Olr1423
Olr802,Olr1425
Olr802,Olr1424
Olr802,Olr1565
Olr802,Olr1096
Olr802,Olr1413
Olr802,Olr1664
Olr802,Olr1462
Olr802,Olr1694
Olr802,Olr834
Olr802,Olr854
Olr802,Olr853
Olr1671,Olr850
Olr1671,Olr844
Olr1671,LOC108348075
Olr1671,LOC100912327
Olr1671,Olr845
Olr1671,Olr848
Olr1671,Olr847
Olr1671,LOC103690011
Olr1671,Olr1463
Olr1671,Olr833
Olr1671,Olr1658
Olr1671,LOC100912958
Olr1671,Olr1662
Olr1671,Olr1433
Olr1671,Olfr225
Olr1671,Olr1660
Olr1671,LOC103690297
Olr1671,Olr1455
Olr1671,Olr1453
Olr1671,Olr1452
Olr1671,Olr1456
Olr1671,Tpcr12
Olr1671,Olr1607
Olr1671,Olr1606
Olr1671,Olr1437
Olr1671,LOC100911398
Olr1671,LOC103690280
Olr1671,LOC100910837
Olr1671,LOC100911586
Olr1671,Olr1442
Olr1671,Olr1450
Olr1671,Olr1440
Olr1671,Olr1449
Olr1671,LOC501698
Olr1671,Olr1443
Olr1671,Olr1435
Olr1671,LOC100911043
Olr1671,LOC100910999
Olr1671,Olr1569
Olr1671,Olr1605
Olr1671,Olr1385
Olr1671,Olr1383
Olr1671,Olr1384
Olr1671,LOC684471
Olr1671,Olr1386
Olr1671,Olr210
Olr1671,Olr218
Olr1671,Olr205
Olr1671,Olr214
Olr1671,Olr206
Olr1671,Olr204
Olr1671,Olr215
Olr1671,Olr203
Olr1671,Olr208
Olr1671,Olr209
Olr1671,Olr217
Olr1671,Olr1416
Olr1671,Olr1418
Olr1671,Olr1421
Olr1671,Olr1417
Olr1671,Olr1422
Olr1671,LOC103690286
Olr1671,Olr1423
Olr1671,Olr1425
Olr1671,Olr1424
Olr1671,Olr1565
Olr1671,Olr1096
Olr1671,Olr1413
Olr1671,Olr1664
Olr1671,Olr1462
Olr1671,Olr1694
Olr1671,Olr834
Olr1671,Olr854
Olr1671,Olr853
Olr850,Olr844
Olr850,LOC108348075
Olr850,LOC100912327
Olr850,Olr845
Olr850,Olr848
Olr850,Olr847
Olr850,LOC103690011
Olr850,Olr1463
Olr850,Olr833
Olr850,Olr1658
Olr850,LOC100912958
Olr850,Olr1662
Olr850,Olr1433
Olr850,Olfr225
Olr850,Olr1660
Olr850,LOC103690297
